cve_ent,poblacion,nombre,31-12-2019,01-01-2020,02-01-2020,03-01-2020,04-01-2020,05-01-2020,06-01-2020,07-01-2020,08-01-2020,09-01-2020,10-01-2020,11-01-2020,12-01-2020,13-01-2020,14-01-2020,15-01-2020,16-01-2020,17-01-2020,18-01-2020,19-01-2020,20-01-2020,21-01-2020,22-01-2020,23-01-2020,24-01-2020,25-01-2020,26-01-2020,27-01-2020,28-01-2020,29-01-2020,30-01-2020,31-01-2020,01-02-2020,02-02-2020,03-02-2020,04-02-2020,05-02-2020,06-02-2020,07-02-2020,08-02-2020,09-02-2020,10-02-2020,11-02-2020,12-02-2020,13-02-2020,14-02-2020,15-02-2020,16-02-2020,17-02-2020,18-02-2020,19-02-2020,20-02-2020,21-02-2020,22-02-2020,23-02-2020,24-02-2020,25-02-2020,26-02-2020,27-02-2020,28-02-2020,29-02-2020,01-03-2020,02-03-2020,03-03-2020,04-03-2020,05-03-2020,06-03-2020,07-03-2020,08-03-2020,09-03-2020,10-03-2020,11-03-2020,12-03-2020,13-03-2020,14-03-2020,15-03-2020,16-03-2020,17-03-2020,18-03-2020,19-03-2020,20-03-2020,21-03-2020,22-03-2020,23-03-2020,24-03-2020,25-03-2020,26-03-2020,27-03-2020,28-03-2020,29-03-2020,30-03-2020,31-03-2020,01-04-2020,02-04-2020,03-04-2020,04-04-2020,05-04-2020,06-04-2020,07-04-2020,08-04-2020,09-04-2020,10-04-2020,11-04-2020,12-04-2020,13-04-2020,14-04-2020,15-04-2020,16-04-2020,17-04-2020,18-04-2020,19-04-2020,20-04-2020,21-04-2020,22-04-2020,23-04-2020,24-04-2020,25-04-2020,26-04-2020,27-04-2020,28-04-2020,29-04-2020,30-04-2020,01-05-2020,02-05-2020,03-05-2020,04-05-2020,05-05-2020,06-05-2020,07-05-2020,08-05-2020,09-05-2020,10-05-2020,11-05-2020,12-05-2020,13-05-2020,14-05-2020,15-05-2020,16-05-2020,17-05-2020,18-05-2020,19-05-2020,20-05-2020,21-05-2020,22-05-2020,23-05-2020,24-05-2020,25-05-2020,26-05-2020,27-05-2020,28-05-2020,29-05-2020,30-05-2020,31-05-2020,01-06-2020,02-06-2020,03-06-2020,04-06-2020,05-06-2020,06-06-2020,07-06-2020,08-06-2020,09-06-2020,10-06-2020,11-06-2020,12-06-2020,13-06-2020,14-06-2020,15-06-2020,16-06-2020,17-06-2020,18-06-2020,19-06-2020,20-06-2020,21-06-2020,22-06-2020,23-06-2020,24-06-2020,25-06-2020,26-06-2020,27-06-2020,28-06-2020,29-06-2020,30-06-2020,01-07-2020,02-07-2020,03-07-2020,04-07-2020,05-07-2020,06-07-2020,07-07-2020,08-07-2020,09-07-2020,10-07-2020,11-07-2020,12-07-2020,13-07-2020,14-07-2020,15-07-2020,16-07-2020,17-07-2020,18-07-2020,19-07-2020,20-07-2020,21-07-2020,22-07-2020,23-07-2020,24-07-2020,25-07-2020,26-07-2020,27-07-2020,28-07-2020,29-07-2020,30-07-2020,31-07-2020,01-08-2020,02-08-2020,03-08-2020,04-08-2020,05-08-2020,06-08-2020,07-08-2020,08-08-2020,09-08-2020,10-08-2020,11-08-2020,12-08-2020,13-08-2020,14-08-2020,15-08-2020,16-08-2020,17-08-2020,18-08-2020,19-08-2020,20-08-2020,21-08-2020,22-08-2020,23-08-2020,24-08-2020,25-08-2020,26-08-2020,27-08-2020,28-08-2020,29-08-2020,30-08-2020,31-08-2020,01-09-2020,02-09-2020,03-09-2020,04-09-2020,05-09-2020,06-09-2020,07-09-2020,08-09-2020,09-09-2020,10-09-2020,11-09-2020,12-09-2020,13-09-2020,14-09-2020,15-09-2020,16-09-2020,17-09-2020,18-09-2020,19-09-2020,20-09-2020,21-09-2020,22-09-2020,23-09-2020,24-09-2020,25-09-2020,26-09-2020,27-09-2020,28-09-2020,29-09-2020,30-09-2020,01-10-2020,02-10-2020,03-10-2020,04-10-2020,05-10-2020,06-10-2020,07-10-2020,08-10-2020,09-10-2020,10-10-2020,11-10-2020,12-10-2020,13-10-2020,14-10-2020,15-10-2020,16-10-2020,17-10-2020,18-10-2020,19-10-2020,20-10-2020,21-10-2020,22-10-2020,23-10-2020,24-10-2020,25-10-2020,26-10-2020,27-10-2020,28-10-2020,29-10-2020,30-10-2020,31-10-2020,01-11-2020,02-11-2020,03-11-2020,04-11-2020,05-11-2020,06-11-2020,07-11-2020,08-11-2020,09-11-2020,10-11-2020,11-11-2020,12-11-2020,13-11-2020
"01",1434635,"AGUASCALIENTES",0,0,0,2,0,0,1,1,2,1,3,0,0,2,2,3,5,6,0,0,15,8,9,11,11,0,1,12,9,15,8,10,0,1,0,9,15,5,8,0,0,13,7,4,8,12,0,0,8,7,2,9,2,1,2,11,6,5,6,3,0,0,6,13,13,8,7,1,0,4,5,10,7,7,0,1,0,12,15,4,6,2,0,8,7,6,33,31,0,2,29,32,20,46,27,4,4,21,10,7,1,0,1,1,14,19,9,10,14,4,5,14,20,22,18,16,9,2,7,18,18,8,1,0,8,15,5,10,18,8,3,3,13,11,3,3,5,4,2,8,10,10,8,9,2,0,15,18,12,13,17,13,4,18,13,21,9,10,14,6,19,30,15,12,14,3,1,27,13,19,13,16,4,2,16,19,18,17,19,2,1,25,43,29,33,18,2,4,56,32,41,46,24,1,2,30,24,31,27,20,6,3,31,29,33,32,30,2,11,44,21,37,30,36,5,6,49,49,33,30,27,0,1,45,50,46,38,37,1,3,46,42,37,41,26,3,2,30,43,56,63,52,2,11,64,68,57,36,47,3,7,54,36,26,29,21,18,1,36,7,16,35,41,14,7,35,22,23,24,18,15,8,29,55,54,24,15,8,11,44,40,20,41,34,8,19,77,54,42,25,80,1,8,73,71,50,42,57,1,5,55,67,113,57,52,2,3,47,84,195,173,92,11,23,491,354,202,148,0
"02",3634868,"BAJA CALIFORNIA",0,0,0,1,1,0,7,5,3,3,4,2,0,4,13,19,16,10,4,4,7,3,14,20,9,1,3,10,7,10,10,9,0,1,0,4,16,21,18,0,2,13,21,5,14,12,0,1,5,7,3,7,22,0,0,4,15,5,7,8,0,1,1,4,1,7,4,0,0,0,2,1,4,7,1,0,2,4,6,10,13,3,2,5,12,37,79,162,16,35,237,213,234,284,227,30,40,320,234,263,72,114,58,27,430,342,283,392,349,87,40,324,450,346,346,379,126,43,453,395,312,109,57,78,37,110,99,110,110,85,64,26,109,135,109,89,92,62,23,120,94,88,124,120,63,37,133,176,140,125,123,72,47,129,143,113,125,115,62,41,133,116,138,100,74,57,30,123,130,122,133,116,66,28,138,143,111,113,123,39,22,133,142,113,114,124,41,32,115,114,128,97,89,49,26,76,92,102,96,83,56,26,88,85,96,94,103,54,19,76,84,77,89,67,49,12,69,85,83,86,64,33,15,68,77,90,64,70,56,25,51,72,75,43,41,32,10,66,90,77,66,57,56,9,81,94,84,87,96,59,17,72,88,120,119,110,46,22,68,23,18,126,113,44,19,73,93,80,73,93,45,8,66,77,52,50,60,50,13,55,103,105,85,72,35,9,88,67,71,83,72,28,29,77,120,131,128,100,60,34,94,133,149,161,166,79,33,129,160,133,156,200,105,50,125,214,77,66,1
"03",804708,"BAJA CALIFORNIA SUR",0,0,1,1,1,2,1,2,1,0,2,0,1,3,2,0,0,5,0,2,1,1,2,2,1,0,2,6,6,5,9,4,1,1,0,6,8,4,4,2,1,4,5,7,5,7,4,4,13,7,4,12,21,0,0,7,4,5,9,11,2,1,15,10,13,8,16,2,1,8,7,7,21,19,1,1,1,20,14,14,13,1,1,4,3,14,3,4,1,2,5,10,12,10,11,2,0,17,7,16,1,5,5,5,6,26,6,18,19,1,1,16,2,21,4,17,6,3,10,3,4,4,1,3,1,6,1,1,2,1,0,3,1,2,1,4,2,0,1,3,5,4,4,2,0,2,5,11,2,3,2,2,1,4,2,8,8,12,1,0,7,3,6,8,1,1,4,7,3,3,2,5,1,0,9,5,6,4,4,8,2,9,5,4,12,13,0,2,2,7,7,8,9,5,0,9,9,10,6,4,9,4,9,17,4,8,9,3,0,8,8,33,26,12,6,6,12,23,9,17,21,3,2,13,11,4,12,4,0,0,10,8,8,6,11,4,0,7,9,15,3,6,3,1,7,5,5,6,7,7,2,11,6,3,2,6,2,0,6,12,3,15,0,3,1,4,3,5,10,1,1,1,8,8,6,6,4,0,4,9,9,12,10,16,2,2,5,8,3,4,6,0,0,5,10,9,9,8,3,8,13,15,18,6,10,3,2,15,11,10,8,50,17,21,154,117,70,229,0
"04",1000617,"CAMPECHE",0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,1,0,0,0,0,4,0,2,3,0,0,0,0,1,1,2,0,1,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,2,0,0,0,1,0,0,0,2,4,1,0,0,0,2,0,6,5,8,0,2,9,15,5,4,3,2,1,6,11,5,1,3,2,3,17,6,15,9,6,6,2,17,5,14,8,14,14,16,26,17,13,17,8,11,16,15,13,12,14,15,7,8,16,27,21,23,18,8,6,19,18,17,15,12,9,7,21,20,17,17,9,6,8,16,13,7,12,24,11,9,29,24,22,26,21,10,0,35,35,45,25,32,29,10,62,45,65,61,59,21,21,57,55,58,92,46,41,20,47,76,48,77,43,17,26,55,50,43,48,41,40,16,47,31,25,49,28,27,9,16,28,30,28,26,10,3,27,20,13,14,10,5,1,20,32,20,10,18,7,6,7,9,11,8,5,3,0,18,6,6,13,24,7,1,13,10,15,9,20,0,2,11,12,12,5,14,12,2,8,7,2,9,8,3,2,20,8,16,21,18,1,1,11,4,6,6,6,3,2,7,5,7,11,3,1,1,6,6,9,2,5,1,1,9,3,3,9,2,11,4,6,6,14,8,7,4,2,2,1,9,11,19,5,4,11,16,35,15,0
"07",5730367,"CHIAPAS",0,0,0,4,0,0,3,2,2,4,0,0,1,2,1,1,5,2,0,1,4,4,1,3,2,0,0,2,2,3,6,4,0,0,0,4,2,3,0,1,3,0,4,7,1,0,0,0,0,4,0,6,0,0,0,1,1,5,2,0,0,4,7,15,17,18,7,2,2,6,20,20,4,7,1,3,4,8,16,19,5,0,7,11,7,17,19,6,3,9,12,33,26,25,20,15,10,30,41,63,42,17,14,12,15,31,35,26,40,14,20,43,47,31,61,42,17,19,41,29,36,26,16,22,24,31,52,58,36,39,38,51,53,56,46,65,77,68,58,88,94,77,78,66,54,49,99,91,82,118,75,75,68,135,124,159,140,155,99,114,253,238,204,252,222,103,157,337,313,270,297,229,193,142,373,350,728,1140,812,818,558,1068,817,482,422,337,179,212,300,293,291,232,233,155,174,157,160,184,178,148,69,101,127,98,132,120,335,84,252,124,213,216,125,279,62,49,111,103,242,235,147,81,46,177,64,147,135,114,34,25,157,176,105,105,63,21,35,87,116,89,41,43,24,42,111,98,83,95,65,44,23,85,71,74,60,67,13,35,36,50,52,20,47,36,16,77,73,82,73,44,19,19,40,57,30,51,29,12,13,91,114,112,52,45,23,24,134,98,105,46,55,21,47,89,127,99,45,57,18,54,135,109,79,84,22,18,9,55,88,70,56,48,17,15,52,50,47,39,0
"08",3801487,"CHIHUAHUA",0,0,3,1,1,0,4,2,1,6,0,0,6,3,0,4,1,5,3,2,5,4,6,2,7,4,1,3,3,2,3,2,5,2,4,0,3,5,4,0,2,3,3,4,1,4,0,1,7,2,5,3,0,0,2,2,2,6,3,2,0,2,5,10,2,2,3,3,1,0,2,1,2,1,0,1,0,5,8,4,7,3,2,6,7,5,5,9,0,4,25,40,42,23,29,32,9,46,46,36,19,10,28,11,36,44,53,60,69,27,13,78,79,91,66,46,24,27,38,37,43,20,37,24,10,28,32,19,23,21,22,19,23,37,24,27,25,16,7,14,19,31,21,18,13,6,21,11,6,4,8,10,6,13,8,12,4,11,4,6,13,4,5,6,9,6,8,8,7,4,9,10,5,2,9,6,15,19,18,7,7,12,17,22,15,11,7,9,12,8,16,13,8,7,7,13,4,9,7,10,9,3,12,8,7,17,14,7,11,9,21,16,15,8,12,9,23,30,18,11,12,14,4,15,21,19,32,25,17,9,29,22,21,37,26,18,24,42,48,45,40,37,28,16,24,62,49,41,36,32,25,52,46,44,29,53,23,17,49,37,33,42,33,15,20,38,35,38,30,47,20,16,57,67,66,49,84,33,15,52,73,76,77,82,41,29,92,116,172,203,224,89,70,127,109,118,101,95,81,71,126,112,129,92,96,64,58,93,161,157,183,185,117,119,245,227,169,117,0
"09",9018645,"DISTRITO FEDERAL",0,4,8,15,6,11,21,31,31,35,19,11,9,30,36,36,27,34,19,10,37,15,15,23,14,13,14,26,19,18,28,15,1,8,12,33,17,30,10,8,16,23,12,7,14,11,5,10,23,20,22,15,19,1,13,23,33,25,18,19,3,8,41,29,35,29,25,5,4,20,35,35,36,35,14,21,31,60,66,32,34,26,31,87,60,90,125,135,78,53,158,156,170,164,180,72,65,144,172,178,110,105,49,55,161,175,180,160,252,137,101,291,237,301,300,327,213,232,371,320,298,229,247,155,131,247,199,258,310,260,172,109,288,235,195,217,283,172,137,266,190,230,218,194,136,133,261,215,185,171,212,107,119,220,197,230,242,182,143,86,189,188,181,189,171,115,102,201,193,182,196,144,130,85,163,148,148,203,208,79,85,196,167,188,146,195,114,55,162,215,143,121,172,82,53,153,170,174,188,196,86,61,198,188,138,174,132,77,55,164,167,177,174,153,80,57,127,126,102,125,176,55,33,137,166,166,164,142,102,46,155,146,151,114,177,83,47,169,192,195,203,265,165,83,250,286,213,196,142,134,56,185,183,191,192,177,109,50,151,104,56,183,220,90,66,174,170,193,184,172,96,59,160,149,160,170,194,116,57,169,157,214,287,234,104,83,244,282,231,199,247,127,96,272,362,323,359,752,377,101,626,795,1101,890,1379,511,191,404,1774,3326,3763,3865,1264,355,5113,6037,5555,5028,25
"05",3218720,"COAHUILA",0,0,0,0,0,0,3,2,1,3,3,1,1,4,6,5,1,9,0,0,14,10,9,16,7,0,2,23,17,19,21,11,1,0,0,25,21,20,19,1,1,24,21,19,16,13,0,0,32,18,13,16,14,4,4,10,10,9,7,10,0,0,10,10,7,9,4,1,3,11,10,7,1,8,1,0,1,13,9,9,15,1,2,6,7,23,46,65,15,25,40,42,42,60,49,16,26,73,54,53,26,27,11,6,57,39,28,55,75,17,7,49,50,49,46,34,12,2,43,20,30,9,3,2,6,4,10,5,6,13,7,2,12,11,8,7,17,8,9,25,11,14,10,24,12,8,23,25,22,24,73,23,11,34,46,25,21,24,19,8,50,55,49,47,38,20,7,61,32,33,42,34,11,7,40,62,46,48,69,28,10,48,52,76,75,36,42,10,84,74,37,36,31,20,19,46,39,32,46,20,14,8,76,43,47,33,56,41,29,39,35,45,25,27,16,17,32,51,87,44,49,47,8,55,63,49,45,59,36,16,40,56,33,33,84,29,24,47,32,52,39,32,22,18,37,53,43,39,42,22,16,44,43,44,27,46,11,7,37,29,14,37,26,18,4,32,47,37,24,19,40,8,42,32,22,46,52,33,12,52,49,36,50,65,48,8,60,88,60,75,96,56,34,107,103,93,114,121,79,31,112,132,180,126,180,90,23,111,96,115,103,145,99,81,356,355,136,314,0
"06",785153,"COLIMA",0,0,1,1,1,0,2,4,4,0,0,0,1,2,1,1,1,4,0,3,1,5,7,3,1,0,0,2,6,1,1,1,0,2,1,1,4,3,0,0,3,2,4,3,3,6,0,3,9,2,6,12,5,0,4,7,7,6,3,2,0,2,7,8,1,6,3,0,5,3,2,7,3,3,0,0,3,9,2,4,2,2,1,3,3,12,14,20,7,4,32,19,17,26,24,8,5,28,33,22,19,7,13,5,17,24,25,17,21,11,11,38,16,14,14,7,0,4,5,6,4,0,1,1,1,1,1,6,4,4,2,2,1,3,2,0,4,0,5,3,3,9,2,4,1,0,6,2,3,3,2,0,0,4,0,5,0,0,1,3,2,2,3,0,4,2,8,7,5,2,1,5,3,2,4,3,4,4,1,4,7,4,3,6,10,7,2,2,9,4,7,11,9,0,11,2,16,4,4,4,9,13,4,4,6,2,9,4,3,3,14,3,5,5,5,4,10,4,1,3,8,18,4,7,4,3,2,2,2,9,3,2,1,3,2,1,6,4,7,2,4,3,2,4,9,15,13,20,12,8,10,23,16,7,6,10,1,4,7,8,2,5,16,6,5,10,11,8,5,9,7,4,4,8,11,9,5,2,10,5,9,5,3,4,4,1,7,8,7,4,4,5,4,2,5,2,6,6,1,6,5,3,6,3,5,2,1,4,25,6,10,42,24,27,53,40,4,14,0
"10",1868996,"DURANGO",0,0,0,0,0,0,2,1,1,1,5,1,0,1,5,0,6,5,0,0,5,6,4,10,5,0,0,4,4,3,6,5,0,1,0,6,12,4,7,0,0,9,8,7,7,3,0,0,8,9,2,9,5,0,1,5,5,5,2,4,0,0,6,12,1,2,3,0,0,6,5,0,4,5,0,0,1,1,4,7,4,0,0,3,2,1,7,11,1,1,27,8,20,5,5,1,0,11,5,8,0,2,0,1,9,6,6,3,9,0,1,4,13,9,6,11,3,3,5,12,3,5,1,1,0,2,4,0,5,5,0,0,2,6,7,8,5,5,1,12,8,2,6,3,4,3,2,5,9,6,13,2,6,4,5,17,14,6,2,3,13,7,13,18,16,9,4,19,12,10,5,2,3,0,8,5,33,86,96,23,77,6,9,8,5,6,5,1,10,12,11,16,9,5,3,13,10,14,17,3,4,3,10,12,16,11,11,1,3,12,17,12,7,20,5,2,6,10,6,15,19,6,1,9,18,8,8,17,6,18,12,16,26,14,18,4,1,10,10,11,4,13,3,3,16,21,50,29,19,4,6,21,16,18,18,21,4,2,14,3,2,21,8,2,6,23,23,12,15,14,4,1,15,17,10,8,7,9,1,16,24,19,20,19,9,3,22,19,23,36,38,20,6,49,31,49,51,71,61,10,39,27,57,33,37,9,5,39,42,41,37,108,23,45,251,181,36,227,1
